ano,texto_completo
Trad. Lílian do Valle. Belo Horizonte: Autêntica, 2002.

VALLE, Lilian do. Pedra no tropeço: a igualdade como ponto de partida.
Educação e Sociedade, Campinas, v. 24, n. 82, p. 259-266, abr. 2003.

 _Sobre a reprodução das condições de produção._ Ensinamento básico sobre o
capitalismo: ao mesmo tempo em que produz tem que reproduzir as condições de
produção (renovar). Para o capitalista, não basta somente produzir hoje, as
mesmas condições devem ser reproduzidas amanhã, para que seja possível
produzir novamente. É difícil pensar sobre isso, abstrair que seja, porque as
evidências da produção estão embutidas em nossa consciência. Mas é certo que a
formação social deve reproduzir as forças produtivas e as relações de produção
existentes.  
  

_Reprodução dos meios de produção._ Não há produção possível sem que haja a
reprodução das condições materiais de produção. Todo ano cada empresa deve
prever o que é usado ou o que se gasta em sua produção. A reprodução ocorre
não somente dentro da empresa, mas mesmo em nível nacional ou mundial, para
que a procura possa ser satisfeita pela oferta.  
  

_Reprodução da força de trabalho._ A reprodução das forças produtivas acontece
essencialmente fora das empresas. O salário que figura na empresa só como
capital “mão de obra” é a condição na qual o proletário se reproduz. Esse
valor vem de um mínimo historicamente consolidado a partir da luta de classes.
Mas a força de trabalho deve ser qualificada e reproduzida como tal e é
assegurada pelo sistema escolar capitalista que ensina saberes práticos, além
das outras instituições que também reproduzem o capital. A escola também
ensina regras de conduta e a preservar ordem estabelecida. Escola, igreja,
exército: essas instituições ensinam saberes práticos, mas também como se
submeter à ideologia dominante, seja para mandar ou obedecer. Reproduzir a
força de trabalho é reproduzir qualificação e sujeição.  
  

_Infraestrutura e superestrutura (linguagem da tópica)._ Metáfora do edifício:
na base econômica ou infraestrutura estão as forças produtivas e as relações
de produção, nos andares superiores está a superestrutura com o jurídico, o
político e as ideologias. A superestrutura é afetada pela base, mas há uma
autonomia relativa da superestrutura sobre a base e também uma ação em
retorno. É a partir do ponto de vista da reprodução que é possível e
necessário pensar o que caracteriza o essencial da existência e natureza da
superestrutura.  
  

_O Estado._ Máquina de repressão que permite à classe dominante submeter a
classe operária ao processo de extorsão da mais valia. A teoria marxista-
leninista capta o aparelho de estado como aparato jurídico e político e como
exército que intervém diretamente, quando necessário.  
  

_Da teoria descritiva à teoria._ A metáfora do edifício e a natureza do estado
são descritivas. Teoria descritiva é a primeira fase de toda teoria, mas
transitória porque qualquer teoria deve ultrapassar o caráter descritivo. E a
acumulação de fatos do estado não faz avançar em direção a sua definição, a
uma teoria científica.  
  

_O essencial da teoria marxista do estado._ O aparelho de estado só tem
sentido em função do poder do estado. O objetivo da luta de classes visa o
poder do estado e a utilização do aparelho de estado para seus objetivos de
classe. De acordo com Marx, até a destruição do estado, um dia, pelo
proletariado.  
  

_Os aparelhos ideológicos de estado - AIE._ A teoria do estado deve distinguir
poder de estado e aparelho de estado, mas também, os aparelhos ideológicos de
estado. O que, na teoria de Marx, significa aparelho de estado, aqui será
chamado aparelho repressivo de estado que usa violência, mesmo que não física.
AIE são as instituições: AIE religioso, AIE escolar, AIE familiar, AIE
jurídico, político, sindical, da informação e cultural. Enquanto o aparelho
(repressivo) de estado pertence inteiramente ao domínio público, o AIE
pertence aos domínios privados (e o domínio do estado escapa ao público e ao
privado). Diferença fundamental: o AE funciona por violência e o AIE por
ideologia, embora às vezes eles se combinem. Os AIE, apesar de diversos, o que
os une é funcionar pela ideologia, a ideologia da classe dominante.
Entretanto, os AIE são não somente os alvos, mas o local das lutas de classes,
dada a dificuldade de acesso ao aparelho repressivo.  
  

_Sobre a reprodução das relações de produção._ A reprodução das relações de
produção é assegurada pela superestrutura jurídico-política e ideológica. É
assegurada pelo exercício de poder de Estado nos aparelhos de Estado.  
Então:

1\. Aparelhos de estado funcionam pela repressão e ideologia - AE massivamente
pela repressão e AIE pela ideologia.

2\. Aparelho (repressivo) de Estado funciona como um todo organizado sob um
comando único na mão da classe que detém o poder; os AIE são múltiplos,
distintos e sujeitos a contradição.

3\. Unidade dos AE assegurada por organização central, dos AIE assegurada em
formas contraditórias pela ideologia dominante que é a da classe dominante.

  
A representação da reprodução das relações de produção se dá pelo papel do
aparelho repressivo de estado que assegura pela força as condições políticas
da reprodução das relações de produção e assegura pela repressão as condições
políticas do exercício dos aparelhos ideológicos de estado. Se, na formação
social capitalista, há um elevado número de AIE, no feudalismo, embora a
unidade do aparelho repressivo fosse semelhante, o número de AIE era menos
elevado. Na verdade, o AIE religioso, a Igreja, consolidava muitos AIE:
escola, cultura, etc., e atuava em conjunto com a família. Tanto o AIE
dominante era a igreja, que se seguiram a reforma e uma luta ideológica de
séculos, e mesmo a revolução francesa. A burguesia visava suprimir o poder
ideológico dominante da igreja e, ao lutar pela ideologia política, a
burguesia também visou a luta da reprodução das relações de produção
capitalista pela hegemonia ideológica, que, já nessa fase, era o AIE escolar
(embora parecesse ser o AIE do estado político). Isso porque com a burguesia
no poder variou o AIE político: seja de democracia, da monarquia, etc. Então o
duo escola-família substitui o duo igreja-família.  
Portanto:  
1\. Todos os AIE concorrem para a reprodução das relações de produção, ou
seja, de exploração.

2\. Cada um com a parcela que lhe cabe, imprensa, política, cultura, religião,
etc.  
3\. O concerto é dominado por uma partitura única (moralismo, nacionalismo e
economismo) que de vez em quando é perturbado pelas contradições.

4\. Nesse concerto, o AIE dominante é a escola.

  
A escola toma a cargo todas as crianças de todas as classes sociais, entre o
AIE familiar e o AIE escolar, inculca a ideologia dominante, e forma
operários, funcionários médios, agentes de mando, agentes de exploração e
agentes de repressão. Cada um sabe seu papel de acordo com a ideologia que lhe
foi inculcada, já que a escola dispõe de muito tempo no dia e muitos anos na
vida. É na aprendizagem que são reproduzidas as relações de produção de uma
formação social capitalista pela ideologia da classe dominante, dissimulada na
neutralidade da escola, como se fosse desprovida de ideologia.  
_______  
* Louis Althusser, Os Aparelhos Ideológicos de Estado.

     Conforme Perrenoud, podemos verificar três tipos de currículos escolares: 1.) currículo formal: aquele que está documentado, que dita o que será lecionado (ou não) e como; 2.) currículo real: do que está documentado, o que de fato acontece na prática, desvios de planejamento, etc.; 3.) currículo oculto: o que é aprendido/apreendido pelos alunos mas que não é explicitado, documentado, por exemplo, que na escola há um hierarquia, que tem que usar uniforme e isso se parece com o uniforme que será utilizado nas fábricas, que na festa junina da escola o caipira vira alvo de deboches e piadas e é desvalorizado sem ficar claro para os alunos, etc. Diálogo de aula:

  
**Interlocutora 1** : Professora, mas a escola não tem que formar cidadãos
conscientes e participativos? Na verdade, as pessoas não sabem se comportar em
sociedade, esse não seria um papel da escola?  
  
**Interlocutora 2** : Entendo que isso é um problema de vivência de cada um,
que nasce com a gente e vamos desenvolvendo durante toda a vida. Isso seria
relativo ao âmbito familiar, os pais, primos, toda uma interação que se
constrói e que nos molda. Imagine o fardo dos professores, além de ter que
ensinar o conteúdo (ou vá lá..., que seja competências e habilidades) e ainda
ter que educar os alunos.  
  
**Interlocutora 1** : Mas as pessoas hoje não tem o mínimo de civilidade.
Outro dia, eu estava na fila do bandejão e, de repente, entrou um monte de
gente na minha frente, não pediram licença e acharam aquela atitude a coisa
mais normal.  
  
**Interlocutora 3** : Na verdade, cidadãos conscientes e participativos devem
pensar além: qual a situação dos funcionários que nos estão servindo no
bandejão, faz quanto tempo que não tem aumento. Alguns moram em favela, outros
são terceirizados e, ainda, tem muitos funcionários com LER (lesão de esforço
repetitivo). Cidadãos conscientes e participativos não pensam somente neles
mesmos, pensam além, além das suas próprias fronteiras pessoais e individuais.  
  
**Interlocutor 4** : Numa outra aula em que eu estava participando, a
professora comentou a respeito da nossa atitude atual de sempre responder,
nunca intervir. A gente não transforma mais o nosso espaço, só ficamos
reclamando e não temos atitude.  
  
**Interlocutor 5** : O problema não é entrar na fila do bandejão
